-1.639286633844554641e+00,-1.109812437870590784e+01,1.871182826395542342e+00,-1.669319428381928150e+00,2.724993149207254550e+00,-1.363474263329893799e-01,-1.439091507925611468e+00,2.558440773832724613e+00,6.131038714667103484e+00,-9.484201362805748659e-01,1.464988255962996755e-01,6.895318391491924714e-01,-3.365028314608386473e-01,-1.743925402879516140e+00,2.378468982735504778e+00,3.379036246251390985e+00,3.560280297703537489e+00,-1.146546548585006597e+00,-1.666098917811291269e+00,-1.330830501245443775e+00
-5.018038909717570384e-01,-4.629536714644329365e+00,1.650678924627638322e+00,-3.572087167823624121e+00,-1.292325982068422141e-01,-1.628758907364990849e+00,6.573156756431696168e-01,4.627407794508778816e-01,-1.349899765876188748e-03,-4.320888831518794326e-01,-2.431886760655297408e+00,-8.019058357925502589e-01,-2.560420566261613629e-01,9.590251873579284936e-02,-5.675609498218894267e-01,-2.675379346022931593e+00,-7.627941688413779342e-02,-1.530922818553708042e+00,-6.465753270197541758e-01,1.302034724306660785e+00
-4.484239632409565135e-01,-2.636663013637120745e+00,1.950855876695136271e+00,-1.013238844007339434e+00,6.741295567035909819e-01,1.953306871511333087e+00,-2.214742797037458022e+00,-2.171545967935531452e-01,5.223832334522964693e+00,1.075318506246817796e+00,4.524046756157322768e-01,-1.337629545711358725e+00,-1.697821278624687125e+00,-5.265603937728217110e-01,-2.469015995390882456e-01,3.633188798872265757e+00,5.892387620104095447e+00,4.573960110054461348e-01,-2.147374075177513331e-01,1.048383347964846779e+00
6.590866718138999047e-01,-8.076102646945021446e-01,4.768617585293155603e-01,-2.819379083325576740e+00,-4.121270937968106729e-01,-1.768391572222024921e+00,7.591292693665513402e-01,2.307500992757992808e+00,-4.472481069705457890e-01,-5.054374194532150755e-01,4.306052041908267625e-01,-6.615196157787912590e-01,6.237533812608753170e-01,1.536557259331774727e-01,8.759383808144463046e-01,-8.037602836833346309e-01,-1.629179861038300814e+00,4.490264052578589182e-01,-8.633226476450609477e-01,3.588660629756683207e+00
-1.034805412561689425e-01,-2.550628276481815004e-01,2.147657975282866172e-01,1.317061785442336319e+00,1.243440469394602177e+00,9.844759565719136685e-01,1.871903999950821795e+00,3.020718462793315351e-01,-9.011904950186024887e-01,2.227390330628348236e-01,-5.483877794490155111e-01,-1.264226542596700975e+00,-2.152686450452050870e+00,3.958309959821709190e-01,-7.088319370560627330e-01,-8.582257747147719051e-01,8.759905727291816824e-01,1.399083013773634754e+00,-2.604762527974488484e-01,1.736053020209671560e+00
-8.200213411188564949e-01,-1.767620480097816582e+00,-1.042108485701264686e-01,-3.730484232733043415e-01,-5.341801261967158571e-02,2.107274565056121984e-01,1.472514959529063194e+00,3.229444198561093327e-01,7.358596482742518763e-02,-4.731740776548071459e+00,7.643446784400266258e-01,8.323224189959611552e-01,-2.194368764562637519e+00,5.926152059894399526e-01,-1.841072032025754091e+00,-3.378518902399685331e+00,1.436664298677867047e+00,1.123265795305498971e+00,-1.319809006022853448e-01,3.987889046154502459e+00
-7.294710174213047127e-01,-4.414599440656561846e+00,6.982160076273615790e-01,-9.038148492139030932e-01,-3.047876959430306232e-01,-5.379199161922294525e-01,2.690646751116471669e-01,1.894252021603465841e-01,-3.720422512318574348e+00,-2.764819238220701081e+00,-4.754919663569816546e-01,4.942173559043695763e-02,1.119840520564867881e-01,1.708007582576659966e-01,-7.643652426291390745e-01,-4.187051640788006068e+00,-2.269365067853508666e+00,1.102994380977211780e-01,-1.344847502352252588e+00,1.102768696129736936e+00
3.672057743103816080e-02,-2.077748858220370920e+00,-6.350371335885888202e-01,3.349858268488459245e-01,1.633134141543055584e+00,-9.575339761576164843e-01,-2.569742825972147204e-01,9.849986649993045518e-01,9.861803845840866334e-02,-4.497411699063883717e+00,-7.268720294340762500e-01,2.352130830466716838e-01,7.486250707816930472e-01,-2.472116354154017537e-01,-1.408902562841727324e+00,-2.254608294831174309e+00,-1.493916775936431074e-01,-1.709999100491246260e+00,-5.379735186264977820e-01,1.117079096312071140e+00
-1.788062933609259497e+00,-2.640775444460974786e+00,-1.141408037574131340e+00,1.668855278524794761e+00,-4.942313614641430375e-01,-8.689485194922399458e-01,1.797913911564882616e-01,-5.659740403196732439e-01,3.296409377376382732e+00,-3.542258749138846419e+00,-3.317508766375406593e-01,-1.644472799812765507e+00,-1.511190336084799801e+00,-1.279686999421648430e+00,-4.069604949517030557e-02,-4.664726228923393170e-01,2.340253392944161348e+00,2.679964142072469802e+00,-1.295734930501827975e+00,3.567267880934259061e+00
-3.599341952526586841e-01,-2.500179944428498224e+00,-6.944230554012947865e-01,7.631641484052406055e-01,2.238385332538582073e+00,-9.527877090559686568e-01,-9.803262246066721808e-01,2.311923020337436074e-01,-5.144392271026699825e-01,-3.753575087823183054e+00,9.198025045642471698e-01,-3.094252278661853151e-01,-1.084529775272437213e+00,-8.858377803190921052e-01,-1.018044619476472512e+00,-3.772688542383446197e+00,2.340135308761309041e+00,1.218422256297149592e-01,-1.943209869567942727e+00,2.072664527552535940e+00
-2.554210973865869594e+00,-5.097529962723706953e-01,-5.997480587671391583e-02,1.291493448833546998e+00,-4.209387186330553754e-01,8.609616026146206247e-01,-3.727768755194944550e-01,-9.982658025912731770e-01,-7.047634231450998765e-01,-2.181938989665939133e+00,-4.534667421147195454e-01,-3.196461030008552195e-01,-5.139618799351418632e-01,-2.918196184808168336e-01,-1.121219358395539878e+00,-2.502791395793200202e+00,1.596572969039189660e+00,-1.000553375228902420e+00,-3.419181884179483405e-02,-1.061105948865275872e+00
2.929953658352481005e-01,-5.862003459987708887e+00,4.037515269454025613e-01,-5.680869808021292711e-01,-5.546365658628901185e-01,4.579372850745728196e-01,1.350894138956296509e+00,-9.061402140853375142e-01,5.084767203307896111e-01,-9.606990565402370175e-01,-6.268015422542173587e-01,2.388381116556130557e-01,-1.267945495592707417e+00,1.068075975759525953e+00,1.605742617693959540e+00,-6.665706160049659212e-01,-1.377366468153800483e+00,-2.023661615724427487e-01,-1.393973181678010542e+00,-4.959731712525872194e-01
4.202626236114861968e-02,1.950125619575959757e+00,-1.061756644248269543e-01,-1.367439014316019108e+00,-1.131394832546124413e-01,-2.433199401762561886e-01,-5.385007289279558629e-01,-1.122292054661342409e-01,-2.461648640767594376e+00,-1.741290034926539887e+00,1.039671271958379606e+00,-1.005458832368781419e+00,1.063592042390416381e+00,-2.335352514863832774e+00,-1.310950929458035263e+00,-1.634507684327613841e+00,-1.441927157192263831e+00,2.071011101347985939e+00,-6.486495789037792781e-01,-1.085991186011578513e+00
5.462486367095819029e-01,5.022286823292670954e-01,-4.444258241544996602e-01,1.628879526490006668e+00,2.261882864855006836e-01,-1.387242412323076157e-01,-1.082552380744081777e+00,1.275048130652666201e+00,2.636946906285758452e+00,2.304892664075028463e+00,-9.421501275407212495e-01,-1.112227153896516718e+00,-2.548435478046339603e-02,6.661603019794284375e-01,5.084948442737109442e-01,2.442825557102738632e+00,2.490014332927843466e+00,-4.625035682789961355e-01,1.210743468854049154e-01,1.238885045429609200e+00
-4.376958082349014512e-01,1.601377639700690469e+00,-7.804671515958536698e-01,1.488924274739383602e+00,-5.646754630519057461e-01,4.728464280570156553e-01,-9.596631870944611897e-01,2.885477701714739829e-01,2.701342241321065707e+00,-2.703931909900990860e+00,8.106311373273841214e-01,1.337778908227499119e+00,-1.119847622363598361e-01,1.612129278741964766e+00,-8.104067501858446265e-01,-1.092034312497176751e+00,1.516377931657089562e+00,3.275333883357642861e-01,4.362844539532014787e-01,-1.755915659412236263e+00
-1.083602993307692275e+00,-7.708980903191902989e+00,5.102780155352890645e-01,-1.065203237991756868e+00,-1.699293078309331295e-01,4.659586496263774524e-01,7.071585996674933927e-01,-1.115151494442514934e+00,2.487554203747020409e+00,-5.116124024721607988e+00,-6.057416409708824556e-01,7.031008867959448461e-01,-2.619107887699867465e+00,2.247374830188279216e+00,-1.107112383791986066e+00,-2.894397190263850561e+00,4.334345984621420733e+00,4.555772899210198124e-01,-1.698846741674628458e+00,2.786372296051644604e+00
